,ESTU_GENERO,ESTU_FECHANACIMIENTO,PERIODO,ESTU_CONSECUTIVO,ESTU_PAIS_RESIDE,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_MCPIO_RESIDE,ESTU_COD_RESIDE_MCPIO,ESTU_ESTADOCIVIL,ESTU_GRADUO_BACHILLER,ESTU_FECHAGRADOBACHILLER,ESTU_MES_TERMINOBACHILLER,ESTU_ANO_TERMINOBACHILLER,ESTU_ANO_EXAMENESTADO_SB11,ESTU_SEMESTRE_EXAMENESTADOSB11,ESTU_PORCENTAJECREDITOSAPROB,ESTU_VALORMATRICULAUNIVERSIDAD,ESTU_PAGOMATRICULABECA,ESTU_PAGOMATRICULACREDITO,ESTU_PAGOMATRICULAPADRES,ESTU_PAGOMATRICULAPROPIO,ESTU_SEMESTRECURSA,ESTU_ULTIMOGRADOAPROBO,ESTU_ANOTERMINOULTIMOGRADO,ESTU_VECESPRESENTOEXAMEN,FAMI_HOGARACTUAL,FAMI_CABEZAFAMILIA,FAMI_NUMPERSONASACARGO,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_OCUPACIONPADRE,FAMI_OCUPACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_NIVEL_SISBEN,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_PISOS_HOGAR,FAMI_TIENEINTERNET,FAMI_TIENE_SERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENE_MICROONDAS,FAMI_TIENE_HORNO,FAMI_TIENEAUTOMOVIL,FAMI_TIENE_DVD,FAMI_TIENE_NEVERA,FAMI_TIENE_CELULAR,FAMI_TELEFONO,FAMI_INGRESO_FMILIAR_MENSUAL,ESTU_TRABAJA_ACTUALMENTE,ESTU_HORASSEMANATRABAJA,INST_NOMBRE_INSTITUCION,ESTU_PRGM_ACADEMICO,GRUPOREFERENCIA,ESTU_PRGM_CODMUNICIPIO,ESTU_PRGM_MUNICIPIO,ESTU_PRGM_DEPARTAMENTO,ESTU_NIVEL_PRGM_ACADEMICO,ESTU_METODO_PRGM,ESTU_INST_CODMUNICIPIO,ESTU_INST_MUNICIPIO,INST_CARACTER_ACADEMICO,INST_ORIGEN,MOD_RAZONA_CUANTITAT_PUNT,MOD_LECTURA_CRITICA_PUNT,MOD_COMPETEN_CIUDADA_PUNT,MOD_INGLES_PUNT,MOD_INGLES_DESEM,MOD_COMUNI_ESCRITA_PUNT,MOD_COMUNI_ESCRITA_DESEM,ESTU_ANO_EGRESO,ESTU_TOMO_CURSOPREPARACION,ESTU_CURSODOCENTESIES,ESTU_CURSOIESAPOYOEXTERNO,ESTU_CURSOIESEXTERNA,ESTU_SIMULACROTIPOICFES,ESTU_ACTIVIDADREFUERZOAREAS,ESTU_ACTIVIDADREFUERZOGENERIC,TOTAL,COD_DPTO,NOM_DPTO,COD_MPIO,NOM_MPIO,TIPO,LATITUD,LONGITUD,YEAR,ESTU_ETNIA,ESTU_LIMITA_MOTRIZ,ESTU_LIMITA_INVIDENTE,ESTU_LIMITA_SORDOCONINTERPRETE,ESTU_LIMITA_SORDOSININTERPRETE,ESTU_LIMITA_SORDOCEGUERA,ESTU_TIPODOCUMENTOÂ,ESTU_NACIONALIDADÂ,ESTU_GENEROÂ,ESTU_FECHANACIMIENTOÂ,PERIODOÂ,ESTU_CONSECUTIVOÂ,ESTU_ESTUDIANTEÂ,ESTU_PAIS_RESIDEÂ,ESTU_ETNIAÂ,ESTU_LIMITA_MOTRIZÂ,ESTU_LIMITA_INVIDENTEÂ,ESTU_LIMITA_SORDOCONINTERPRETEÂ,ESTU_LIMITA_SORDOSININTERPRETEÂ,ESTU_LIMITA_SORDOCEGUERAÂ,ESTU_DEPTO_RESIDEÂ,ESTU_COD_RESIDE_DEPTOÂ,ESTU_MCPIO_RESIDEÂ,ESTU_COD_RESIDE_MCPIOÂ,ESTU_ESTADOCIVILÂ,ESTU_COLE_TERMINOÂ,ESTU_CODDANE_COLE_TERMINOÂ,ESTU_COD_COLE_MCPIO_TERMINOÂ,ESTU_OTROCOLE_TERMINOÂ,ESTU_TITULOOBTENIDOBACHILLERÂ,ESTU_ANO_EXAMENESTADO_SB11Â,ESTU_SEMESTRE_EXAMENESTADOSB11Â,ESTU_PORCENTAJECREDITOSAPROBÂ,ESTU_VALORMATRICULAUNIVERSIDADÂ,ESTU_PAGOMATRICULABECAÂ,ESTU_PAGOMATRICULACREDITOÂ,ESTU_PAGOMATRICULAPADRESÂ,ESTU_PAGOMATRICULAPROPIOÂ,ESTU_TOMO_CURSOPREPARACIONÂ,ESTU_CURSODOCENTESIESÂ,ESTU_CURSOIESAPOYOEXTERNOÂ,ESTU_CURSOIESEXTERNAÂ,ESTU_SIMULACROTIPOICFESÂ,ESTU_ACTIVIDADREFUERZOAREASÂ,ESTU_ACTIVIDADREFUERZOGENERICÂ,ESTU_TIPODOCUMENTOSB11Â,ESTU_SEMESTRECURSAÂ,FAMI_HOGARACTUALÂ,FAMI_CABEZAFAMILIAÂ,FAMI_NUMPERSONASACARGOÂ,FAMI_EDUCACIONPADREÂ,FAMI_EDUCACIONMADREÂ,FAMI_OCUPACIONPADREÂ,FAMI_OCUPACIONMADREÂ,FAMI_ESTRATOVIVIENDAÂ,FAMI_NIVEL_SISBENÂ,FAMI_PERSONASHOGARÂ,FAMI_CUARTOSHOGARÂ,FAMI_PISOS_HOGARÂ,FAMI_TIENEINTERNETÂ,FAMI_TIENE_SERVICIOTVÂ,FAMI_TIENECOMPUTADORÂ,FAMI_TIENELAVADORAÂ,FAMI_TIENE_MICROONDASÂ,FAMI_TIENE_HORNOÂ,FAMI_TIENEAUTOMOVILÂ,FAMI_TIENE_DVDÂ,FAMI_TIENE_NEVERAÂ,FAMI_TIENE_CELULARÂ,FAMI_TELEFONOÂ,FAMI_INGRESO_FMILIAR_MENSUALÂ,ESTU_TRABAJA_ACTUALMENTEÂ,ESTU_HORASSEMANATRABAJAÂ,INST_COD_INSTITUCIONÂ,INST_NOMBRE_INSTITUCIONÂ,ESTU_PRGM_ACADEMICOÂ,ESTU_SNIES_PRGMACADEMICOÂ,GRUPOREFERENCIAÂ,ESTU_PRGM_CODMUNICIPIOÂ,ESTU_PRGM_MUNICIPIOÂ,ESTU_PRGM_DEPARTAMENTOÂ,ESTU_NIVEL_PRGM_ACADEMICOÂ,ESTU_METODO_PRGMÂ,ESTU_NUCLEO_PREGRADOÂ,ESTU_INST_CODMUNICIPIOÂ,ESTU_INST_MUNICIPIOÂ,ESTU_INST_DEPARTAMENTOÂ,INST_CARACTER_ACADEMICOÂ,INST_ORIGENÂ,ESTU_PRIVADO_LIBERTADÂ,ESTU_COD_MCPIO_PRESENTACIONÂ,ESTU_MCPIO_PRESENTACIONÂ,ESTU_DEPTO_PRESENTACIONÂ,ESTU_COD_DEPTO_PRESENTACIONÂ,MOD_RAZONA_CUANTITAT_PUNTÂ,MOD_LECTURA_CRITICA_PUNTÂ,MOD_COMPETEN_CIUDADA_PUNTÂ,MOD_INGLES_PUNTÂ,MOD_INGLES_DESEMÂ,MOD_COMUNI_ESCRITA_PUNTÂ,MOD_COMUNI_ESCRITA_DESEMÂ
58,M,24/01/1992,20133.0,EK201330052554,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2008.0,Segundo semestre,Más del 90%,Entre 1 millón y menos de 3 millones,,,Si,,10,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional incompleta,Empleado de nivel técnico o profesional,Hogar,Estrato 3,No está clasificada por el SISBEN,Cuatro,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,No,,CORPORACION ESCUELA DE ARTES Y LETRAS-BOGOTÁ D.C.,TECNICA PROFESIONAL EN DISEÑO GRAFICO,TECNICO EN ARTES - DISEÑO - COMUNICACIÓN,11001.0,BOGOTÁ D.C.,BOGOTA,TÉCNICO PROFESIONAL,PRESENCIAL,11001.0,BOGOTÁ D.C.,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,12.4,16.0,12.2,15.0,B+,10.5,6.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.1,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,M,20/11/1989,20131.0,EK201310053657,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2006.0,Segundo semestre,Más del 90%,Entre 3 millones y menos de 5 millones,Si,No,Si,Si,11,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Postgrado,Profesional independiente,Directivo,Estrato 3,No está clasificada por el SISBEN,Tres,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,10 o más SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Veinte,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,ECONOMIA,ECONOMIA,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,OFICIAL NACIONAL,14.5,13.3,13.4,13.3,B+,11.6,6.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.1,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,F,07/03/1990,20133.0,EK201330083961,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2007.0,Segundo semestre,Más del 90%,Más de 5 millones,Si,,Si,,10,,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Postgrado,Educación profesional completa,Director o Gerente General,Directivo,Estrato 5,No está clasificada por el SISBEN,Cinco,Cuatro,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD EAFIT--MEDELLIN,INGENIERIA MATEMATICA,CIENCIAS NATURALES Y EXACTAS,5001.0,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001.0,MEDELLÍN,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,14.5,11.9,11.7,15.0,B+,12.0,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.1,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,F,09/12/1989,20131.0,EK201310049335,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,2008.0,2008.0,Primer semestre,Entre el 76% y el 80%,Menos de 500 mil,,,Si,,10,,,,Es habitual o permanente,No,Ninguna,Postgrado,Educación profesional completa,Director o Gerente General,Empleado de nivel técnico o profesional,Estrato 6,No está clasificada por el SISBEN,Cinco,Cuatro,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Seis,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,MATEMATICAS,CIENCIAS NATURALES Y EXACTAS,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,OFICIAL NACIONAL,13.0,12.8,13.5,14.9,B+,11.8,6.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,M,16/09/1988,20131.0,EK201310027821,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2006.0,Primer semestre,Más del 90%,Más de 5 millones,No,No,Si,No,10,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional completa,Profesional independiente,Profesional independiente,Estrato 4,No está clasificada por el SISBEN,Cuatro,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,No,,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C.,INGENIERIA ELECTRONICA,INGENIERÍA,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,14.5,13.3,12.2,14.4,B+,11.6,6.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,F,26/09/1989,20133.0,EK201330044209,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2006.0,Segundo semestre,Más del 90%,Más de 5 millones,,,Si,,09,,,,Es habitual o permanente,No,Ninguna,Postgrado,Educación profesional incompleta,Otra actividad u ocupación,Hogar,Estrato 4,No está clasificada por el SISBEN,Tres,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 7 y menos de 10 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Veinte,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,DERECHO,DERECHO,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,12.0,12.0,14.0,14.5,B+,12.5,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,M,31/07/1989,20133.0,EK201330093096,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2006.0,Segundo semestre,Más del 90%,Más de 5 millones,,,Si,,11,,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Empleado de nivel técnico o profesional,Empleado de nivel técnico o profesional,Estrato 3,No está clasificada por el SISBEN,Tres,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 7 y menos de 10 SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,DERECHO,DERECHO,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,15.9,11.6,12.9,14.3,B+,11.3,6.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,F,14/10/1991,20133.0,EK201330043246,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2008.0,Segundo semestre,Más del 90%,Más de 5 millones,Si,No,No,No,11,,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Postgrado,Postgrado,Profesional independiente,Profesional independiente,Vive en una zona rural donde no hay estratificación socioeconómica,No está clasificada por el SISBEN,Cinco,Cinco,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,MEDICINA,MEDICINA,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,16.0,12.2,11.6,15.0,B+,11.2,6.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,F,22/07/1989,20133.0,EK201330045426,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2007.0,Primer semestre,Entre el 81% y el 90%,Más de 5 millones,,Si,Si,,11,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional completa,Pequeño empresario,Profesional independiente,Estrato 5,No está clasificada por el SISBEN,Tres,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,No,,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C.,DERECHO,DERECHO,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,11.0,12.4,13.8,15.0,B+,12.7,7.0,,,,,,,,,71.9,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,M,01/07/1991,20133.0,EK201330047696,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2008.0,Primer semestre,Más del 90%,Más de 5 millones,,,Si,,09,,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Directivo,Directivo,Estrato 5,No está clasificada por el SISBEN,Cinco,Cinco,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INGENIERIA MECANICA,INGENIERÍA,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,14.5,11.7,11.3,15.0,B+,12.4,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,71.9,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,M,04/07/1993,20131.0,EK201310061757,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2009.0,Segundo semestre,Entre el 81% y el 90%,Menos de 500 mil,,,Si,Si,07,,,,Es habitual o permanente,No,Ninguna,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Hogar,Estrato 2,Nivel 2,,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,No,No,No,Si,Si,Si,Si,Menos de 1 SMLV,"Si, para contribuir a pagar su matrícula y/o los gastos del hogar",Dieciseis,"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.",TECNOLOGIA EN CONSTRUCCIONES CIVILES,"TECNOLOGICO EN INGENIERÍA, INDUSTRIA Y MINAS",11001.0,BOGOTÁ D.C.,BOGOTA,TECNOLOGÍA,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,OFICIAL MUNICIPAL,13.0,13.8,13.4,13.9,B+,11.8,6.0,,,,,,,,,71.9,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,M,22/05/1990,20133.0,EK201330085271,COLOMBIA,CUNDINAMARCA,25.0,CAJICÁ,25126.0,Soltero,,,,,2008.0,Primer semestre,Entre el 81% y el 90%,Más de 5 millones,Si,No,Si,No,07,,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Directivo,Directivo,Estrato 3,No está clasificada por el SISBEN,,Tres,"Madera burda, tabla, tablón",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 7 y menos de 10 SMLV,"Si, práctica obligatoria del programa de estudios",Veinte,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,PSICOLOGIA,PSICOLOGÍA,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,16.0,12.0,14.0,14.1,B+,12.1,7.0,,,,,,,,,75.2,25,CUNDINAMARCA,25126,CAJICÁ,Municipio,"4,930402779","-74,02985115",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,F,11/04/1992,20133.0,EK201330029704,COLOMBIA,ATLANTICO,8.0,BARRANQUILLA,8001.0,Soltero,,,,,2008.0,Segundo semestre,Más del 90%,Entre 3 millones y menos de 5 millones,No,Si,No,No,12 o más,,,,Es habitual o permanente,No,Ninguna,Secundaria (Bachillerato) completa,Educación profesional completa,Empleado de nivel técnico o profesional,Empleado de nivel técnico o profesional,Estrato 3,No está clasificada por el SISBEN,Cinco,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,No,,UNIVERSIDAD LIBRE-BARRANQUILLA,DERECHO,DERECHO,8001.0,BARRANQUILLA,ATLANTICO,UNIVERSITARIO,PRESENCIAL,8001.0,BARRANQUILLA,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,13.6,12.6,14.0,15.0,B+,12.6,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,74.8,8,ATLÁNTICO,8001,BARRANQUILLA,Municipio,"10,98152051","-74,82771544",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,M,02/01/1994,20133.0,EK201330037973,COLOMBIA,ATLANTICO,8.0,BARRANQUILLA,8001.0,Soltero,,,,,2008.0,Segundo semestre,Entre el 81% y el 90%,Entre 1 millón y menos de 3 millones,No,No,Si,No,10,,,,Es habitual o permanente,No,Ninguna,Técnica o tecnológica completa,Técnica o tecnológica completa,Pequeño empresario,Pequeño empresario,Estrato 3,No está clasificada por el SISBEN,Cinco,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Entre 3 y menos de 5 SMLV,No,,UNIVERSIDAD DEL ATLANTICO-BARRANQUILLA,INGENIERIA QUIMICA,INGENIERÍA,8001.0,BARRANQUILLA,ATLANTICO,UNIVERSITARIO,PRESENCIAL,8001.0,BARRANQUILLA,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,12.7,12.0,14.0,15.0,B+,12.4,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,73.10000000000001,8,ATLÁNTICO,8001,BARRANQUILLA,Municipio,"10,98152051","-74,82771544",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,M,04/10/1992,20133.0,EK201330016631,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2007.0,Segundo semestre,Más del 90%,Entre 1 millón y menos de 3 millones,No,No,Si,No,12 o más,,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Educación profesional completa,Postgrado,Empleado de nivel técnico o profesional,Empleado de nivel técnico o profesional,Estrato 3,No está clasificada por el SISBEN,Cinco,Cinco,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,No,No,Si,Si,Si,Entre 3 y menos de 5 SMLV,No,,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MEDICINA,MEDICINA,68001.0,BUCARAMANGA,SANTANDER,UNIVERSITARIO,PRESENCIAL,68001.0,BUCARAMANGA,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,15.9,12.6,11.7,15.0,B+,12.6,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,74.8,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
