,ESTU_GENERO,ESTU_FECHANACIMIENTO,PERIODO,ESTU_CONSECUTIVO,ESTU_PAIS_RESIDE,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_MCPIO_RESIDE,ESTU_COD_RESIDE_MCPIO,ESTU_ESTADOCIVIL,ESTU_GRADUO_BACHILLER,ESTU_FECHAGRADOBACHILLER,ESTU_MES_TERMINOBACHILLER,ESTU_ANO_TERMINOBACHILLER,ESTU_ANO_EXAMENESTADO_SB11,ESTU_SEMESTRE_EXAMENESTADOSB11,ESTU_PORCENTAJECREDITOSAPROB,ESTU_VALORMATRICULAUNIVERSIDAD,ESTU_PAGOMATRICULABECA,ESTU_PAGOMATRICULACREDITO,ESTU_PAGOMATRICULAPADRES,ESTU_PAGOMATRICULAPROPIO,ESTU_SEMESTRECURSA,ESTU_ULTIMOGRADOAPROBO,ESTU_ANOTERMINOULTIMOGRADO,ESTU_VECESPRESENTOEXAMEN,FAMI_HOGARACTUAL,FAMI_CABEZAFAMILIA,FAMI_NUMPERSONASACARGO,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_OCUPACIONPADRE,FAMI_OCUPACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_NIVEL_SISBEN,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_PISOS_HOGAR,FAMI_TIENEINTERNET,FAMI_TIENE_SERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENE_MICROONDAS,FAMI_TIENE_HORNO,FAMI_TIENEAUTOMOVIL,FAMI_TIENE_DVD,FAMI_TIENE_NEVERA,FAMI_TIENE_CELULAR,FAMI_TELEFONO,FAMI_INGRESO_FMILIAR_MENSUAL,ESTU_TRABAJA_ACTUALMENTE,ESTU_HORASSEMANATRABAJA,INST_NOMBRE_INSTITUCION,ESTU_PRGM_ACADEMICO,GRUPOREFERENCIA,ESTU_PRGM_CODMUNICIPIO,ESTU_PRGM_MUNICIPIO,ESTU_PRGM_DEPARTAMENTO,ESTU_NIVEL_PRGM_ACADEMICO,ESTU_METODO_PRGM,ESTU_INST_CODMUNICIPIO,ESTU_INST_MUNICIPIO,INST_CARACTER_ACADEMICO,INST_ORIGEN,MOD_RAZONA_CUANTITAT_PUNT,MOD_LECTURA_CRITICA_PUNT,MOD_COMPETEN_CIUDADA_PUNT,MOD_INGLES_PUNT,MOD_INGLES_DESEM,MOD_COMUNI_ESCRITA_PUNT,MOD_COMUNI_ESCRITA_DESEM,ESTU_ANO_EGRESO,ESTU_TOMO_CURSOPREPARACION,ESTU_CURSODOCENTESIES,ESTU_CURSOIESAPOYOEXTERNO,ESTU_CURSOIESEXTERNA,ESTU_SIMULACROTIPOICFES,ESTU_ACTIVIDADREFUERZOAREAS,ESTU_ACTIVIDADREFUERZOGENERIC,TOTAL,COD_DPTO,NOM_DPTO,COD_MPIO,NOM_MPIO,TIPO,LATITUD,LONGITUD,YEAR,ESTU_ETNIA,ESTU_LIMITA_MOTRIZ,ESTU_LIMITA_INVIDENTE,ESTU_LIMITA_SORDOCONINTERPRETE,ESTU_LIMITA_SORDOSININTERPRETE,ESTU_LIMITA_SORDOCEGUERA
21,F,28/08/1992,20133,EK201330074297,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2009.0,Segundo semestre,Menos del 75%,Más de 5 millones,,,Si,,07,,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Directivo,Empleado de nivel técnico o profesional,Estrato 3,Nivel 3,Cinco,Cuatro,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,No,Si,No,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Tres,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C.,CIENCIA POLITICA,CIENCIAS SOCIALES,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,13.6,14.6,12.1,11.9,B1,12.9,8.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,73.1,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
22,M,27/12/1989,20133,EK201330091088,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,2009.0,2008.0,Segundo semestre,Entre el 81% y el 90%,Más de 5 millones,,,,Si,09,,,Una Vez,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional completa,Profesional independiente,Pensionado,Estrato 6,No está clasificada por el SISBEN,Cuatro,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,DERECHO,DERECHO,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,13.1,12.0,13.8,15.0,B+,12.1,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,73.0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
23,M,08/08/1991,20133,EK201330048883,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2009.0,Primer semestre,Más del 90%,Más de 5 millones,Si,,Si,,09,,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Directivo,Directivo,Estrato 4,No está clasificada por el SISBEN,Cuatro,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,ECONOMIA,ECONOMIA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,13.1,12.6,12.9,15.0,B+,12.3,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.9,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
24,F,12/02/1992,20133,EK201330057097,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2008.0,Segundo semestre,Entre el 81% y el 90%,Más de 5 millones,No,Si,Si,,10,,,,Es habitual o permanente,No,Ninguna,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Trabajador por cuenta propia,Estrato 4,No está clasificada por el SISBEN,Tres,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,"Si, para contribuir a pagar su matrícula y/o los gastos del hogar",Veinte,COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO-BOGOTÁ D.C.,JURISPRUDENCIA,DERECHO,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,12.3,13.7,14.0,13.9,B+,12.0,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.9,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
25,M,13/03/1990,20133,EK201330048855,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,2009.0,2009.0,Primer semestre,Entre el 81% y el 90%,Menos de 500 mil,,,Si,,09,,,Ninguna vez,Es habitual o permanente,No,Ninguna,Postgrado,Educación profesional completa,Otra actividad u ocupación,Otra actividad u ocupación,Estrato 3,No está clasificada por el SISBEN,Cuatro,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Entre 2 y menos de 3 SMLV,No,,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,SOCIOLOGIA,CIENCIAS SOCIALES,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,OFICIAL NACIONAL,13.8,12.4,12.6,15.0,B+,12.0,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.80000000000001,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
26,M,15/11/1990,20133,EK201330042082,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2007.0,Segundo semestre,Más del 90%,Más de 5 millones,Si,Si,Si,No,10,,,,Es habitual o permanente,No,Ninguna,Educación profesional incompleta,Educación profesional completa,Pequeño empresario,Profesional independiente,Estrato 3,No está clasificada por el SISBEN,Cinco,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Entre 5 y menos de 7 SMLV,"Si, para contribuir a pagar su matrícula y/o los gastos del hogar",Veinte,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,MEDICINA,MEDICINA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,14.5,12.3,13.8,15.0,B+,11.2,6.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.8,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
27,M,06/09/1993,20133,EK201330056568,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2008.0,Segundo semestre,Más del 90%,Menos de 500 mil,Si,No,No,No,10,,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Primaria completa,Postgrado,Trabajador por cuenta propia,Empleado de nivel técnico o profesional,Estrato 3,Esta clasificada en otro nivel del SISBEN,Cuatro,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,No,Si,No,No,Si,Si,Si,Entre 5 y menos de 7 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Veinte,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,ECONOMIA,ECONOMIA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,OFICIAL NACIONAL,15.9,13.6,12.9,14.3,B+,11.1,5.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.8,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
28,M,06/11/1988,20133,EK201330053444,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2006.0,Primer semestre,Entre el 81% y el 90%,Más de 5 millones,No,No,Si,No,09,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional completa,Directivo,Directivo,Estrato 5,No está clasificada por el SISBEN,Cuatro,Tres,"Madera burda, tabla, tablón",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,ADMINISTRACION DE EMPRESAS,ADMINISTRACIÓN Y AFINES,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,16.0,11.7,11.0,14.5,B+,12.6,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.8,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
29,M,27/01/1983,20133,EK201330048339,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Casado,,,,,1998.0,Segundo semestre,Más del 90%,Entre 1 millón y menos de 3 millones,No,No,No,Si,11,,,,Es habitual o permanente,Si,Ninguna,Secundaria (Bachillerato) completa,Primaria completa,Trabajador por cuenta propia,Hogar,Estrato 4,No está clasificada por el SISBEN,Dos,Uno,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Veinte,UNIVERSIDAD EAN-BOGOTÁ D.C.,MERCADEO,ADMINISTRACIÓN Y AFINES,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,DISTANCIA VITUAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,13.6,11.7,14.0,14.1,B+,12.4,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.8,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
30,M,01/05/1991,20133,EK201330083559,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2009.0,Primer semestre,Entre el 81% y el 90%,Más de 5 millones,,,Si,,07,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Postgrado,Empresario,Profesional independiente,Estrato 6,No está clasificada por el SISBEN,Cuatro,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INGENIERIA INDUSTRIAL,INGENIERÍA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,13.6,13.6,12.2,14.3,B+,12.0,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.7,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
31,M,29/06/1991,20133,EK201330040396,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2009.0,Primer semestre,Más del 90%,Más de 5 millones,Si,No,No,No,08,,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Empresario,Director o Gerente General,Estrato 6,Esta clasificada en otro nivel del SISBEN,Cinco,Cuatro,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,FILOSOFIA,HUMANIDADES,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,15.9,13.0,11.7,15.0,B+,11.1,6.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.69999999999999,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
32,M,20/02/1990,20133,EK201330080944,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,2009.0,2008.0,Segundo semestre,Entre el 81% y el 90%,Más de 5 millones,No,No,Si,No,07,,,Ninguna vez,Es temporal por razones de estudio u otra razón,No,Ninguna,Postgrado,Secundaria (Bachillerato) completa,Profesional independiente,Hogar,Estrato 3,No está clasificada por el SISBEN,Cinco,Cuatro,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,No,No,No,Si,Si,Si,Entre 3 y menos de 5 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Veinte,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,ARQUITECTURA,ARQUITECTURA Y URBANISMO ,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,14.7,12.6,11.3,15.0,B+,12.1,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.69999999999999,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
33,M,28/06/1991,20133,EK201330053914,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2008.0,Segundo semestre,Más del 90%,Más de 5 millones,,Si,Si,,10,,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Pensionado,Estrato 4,No está clasificada por el SISBEN,Seis,Cuatro,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 7 y menos de 10 SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,ADMINISTRACION DE EMPRESAS,ADMINISTRACIÓN Y AFINES,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,15.9,12.6,12.8,13.9,B+,11.5,6.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.69999999999999,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
34,F,02/12/1992,20133,EK201330074381,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2009.0,Segundo semestre,Menos del 75%,Más de 5 millones,Si,No,No,No,07,,,,Es habitual o permanente,No,Ninguna,Secundaria (Bachillerato) completa,Técnica o tecnológica incompleta,Trabajador por cuenta propia,Hogar,Estrato 3,No está clasificada por el SISBEN,Tres,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,No,Si,Si,No,Si,No,Si,Si,Si,No,Entre 1 y menos de 2 SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,LENGUAJES Y ESTUDIOS SOCIOCULTURALES,HUMANIDADES,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,12.0,11.9,12.8,15.0,B+,12.9,8.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.60000000000001,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
35,F,27/01/1990,20131,EK201310055693,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2007.0,Segundo semestre,Entre el 81% y el 90%,Entre 500 mil y menos de 1 millón,Si,No,No,No,10,,,,Es habitual o permanente,No,Ninguna,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Empleado obrero u operario,Hogar,Estrato 3,No está clasificada por el SISBEN,Cinco,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 1 y menos de 2 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Veinte,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,INGENIERIA QUIMICA,INGENIERÍA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,OFICIAL NACIONAL,14.8,14.3,12.4,13.3,B+,11.8,6.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.6,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
36,M,06/09/1991,20131,EK201310103064,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2009.0,Primer semestre,Más del 90%,Más de 5 millones,Si,No,Si,No,08,,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Educación profesional completa,Educación profesional incompleta,Pensionado,Otra actividad u ocupación,Estrato 4,No está clasificada por el SISBEN,,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERÍA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,16.3,11.7,13.4,14.0,B+,11.2,6.0,,,,,,,,,72.6,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
37,M,03/08/1976,20134,EK201340237271,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Unión libre,,,,,1994.0,Segundo semestre,No sigue el sistema de créditos,No pagó matrícula,,,,,07,,,,Es habitual o permanente,Si,Dos,Primaria incompleta,Primaria completa,Trabajador por cuenta propia,Otra actividad u ocupación,Estrato 2,No está clasificada por el SISBEN,Seis,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,No,No,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Veinte,SERVICIO NACIONAL DE APRENDIZAJE-SENA,TECNOLOGIA EN GESTION BANCARIA Y DE ENTIDADES FINANCIERAS,TECNOLOGICO EN ADMINISTRACIÓN Y TURISMO,11001,BOGOTÁ D.C.,BOGOTA,TECNOLOGÍA,DISTANCIA,11001,BOGOTÁ D.C.,INSTITUCIÓN TECNOLÓGICA,OFICIAL NACIONAL,11.5,13.2,13.8,15.0,B+,12.1,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.6,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
38,M,11/12/1988,20133,EK201330077820,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2005.0,Segundo semestre,Más del 90%,Entre 1 millón y menos de 3 millones,Si,No,Si,No,09,,,,Es habitual o permanente,No,Ninguna,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Profesional independiente,Hogar,Estrato 4,No está clasificada por el SISBEN,Una,Uno,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,No,Si,No,No,Si,No,Si,Si,No,No,Entre 3 y menos de 5 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Veinte,UNIVERSIDAD CENTRAL-BOGOTÁ D.C.,COMUNICACION SOCIALY PERIODISMO,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD",11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,11.3,12.8,14.0,15.0,B+,12.5,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.6,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
39,M,22/06/1990,20133,EK201330084900,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2008.0,Primer semestre,Más del 90%,Más de 5 millones,No,No,Si,No,11,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional completa,Pensionado,Hogar,Estrato 5,No está clasificada por el SISBEN,Dos,Dos,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,No,Si,No,Si,Si,Si,Entre 3 y menos de 5 SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,ECONOMIA,ECONOMIA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,11.7,12.8,13.8,15.0,B+,12.2,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.5,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
40,F,12/10/1987,20133,EK201330044401,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,Noviembre,2003.0,2009.0,Segundo semestre,Entre el 81% y el 90%,Entre 3 millones y menos de 5 millones,No,No,Si,No,08,,,Una Vez,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Pensionado,Trabajador por cuenta propia,Estrato 4,No está clasificada por el SISBEN,Dos,Uno,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,No,No,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,No,,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C.,LICENCIATURA EN LENGUAS MODERNAS,EDUCACIÓN,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,13.8,13.7,12.8,15.0,B+,11.2,6.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.5,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
41,M,21/09/1991,20133,EK201330043839,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2008.0,Segundo semestre,Entre el 76% y el 80%,Entre 1 millón y menos de 3 millones,No,No,Si,No,09,,,,Es habitual o permanente,No,Ninguna,Postgrado,Educación profesional completa,Directivo,Profesional independiente,Estrato 3,No está clasificada por el SISBEN,Tres,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,INGENIERIA QUIMICA,INGENIERÍA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,OFICIAL NACIONAL,16.0,11.9,11.1,14.3,B+,12.2,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.5,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,
